"ID","Longitude","Latitude","Elevation","centroid","ID","Longitude","Latitude","GEOID"
1235,-97636633,35475359,0.00,,,,,
1319,-97636610,35471733,0.00,,,,,
1240,-97514142,35493235,0.00,,,,,
1241,-97539025,35493250,0.00,,,,,
1243,-97628004,35486072,0.00,,,,,
1244,-97631906,35486070,0.00,,,,,
1245,-97636666,35485875,0.00,,,,,
1246,-97636651,35484482,0.00,,,,,
1247,-97636660,35482400,0.00,,,,,
1249,-97636137,35464237,0.00,,,,,
1250,-97629023,35464200,0.00,,,,,
21029,-97624480,35463040,0.00,,,,,
1251,-97519311,35478250,0.00,,,,,
1291,-97527326,35478769,0.00,,,,,
1257,-97627832,35478830,0.00,,,,,
1259,-97642317,35478830,0.00,,,,,
1260,-97646642,35478820,0.00,,,,,
1261,-97650677,35478800,0.00,,,,,
1263,-97654310,35471232,0.00,,,,,
1306,-97654287,35466989,0.00,,,,,
1264,-97653307,35464156,0.00,,,,,
1265,-97650096,35464150,0.00,,,,,
1266,-97644161,35464161,0.00,,,,,
1267,-97641406,35464185,0.00,,,,,
1270,-97629678,35478830,0.00,,,,,
1271,-97623051,35478817,0.00,,,,,
1272,-97521262,35474964,0.00,,,,,
30027,-97519773,35472395,0.00,,,,,
11275,-97519923,35472862,0.00,,,,,
10502,-97565560,35393220,0.00,,,,,
10069,-97371650,35464049,0.00,,,,,
1310,-97543508,35442279,0.00,,,,,
1295,-97524026,35493240,0.00,,,,,
11308,-97519390,35472427,0.00,,,,,
1314,-97476408,35530838,0.00,,,,,
10023,-97598110,35606090,0.00,,,,,
1321,-97506086,35465662,0.00,,,,,
1322,-97509020,35464307,0.00,,,,,
1323,-97512232,35464312,0.00,,,,,
1324,-97514655,35464340,0.00,,,,,
1325,-97516821,35462400,0.00,,,,,
1326,-97519464,35466280,0.00,,,,,
11326,-97519483,35466316,0.00,,,,,
1327,-97519460,35468729,0.00,,,,,
1340,-97515745,35466391,0.00,,,,,
1328,-97519396,35471677,0.00,,,,,
1329,-97515907,35471857,0.00,,,,,
1330,-97514262,35472224,0.00,,,,,
1331,-97514138,35475958,0.00,,,,,
1332,-97513974,35480059,0.00,,,,,
1333,-97518990,35480028,0.00,,,,,
1334,-97522706,35479788,0.00,,,,,
1335,-97519323,35478206,0.00,,,,,
1336,-97516499,35478140,0.00,,,,,
1337,-97516236,35475288,0.00,,,,,
1338,-97516345,35472009,0.00,,,,,
1339,-97516455,35468990,0.00,,,,,
1341,-97512234,35466394,0.00,,,,,
1342,-97509588,35466408,0.00,,,,,
1465,-97558285,35473537,0.00,,,,,
1345,-97562329,35474681,0.00,,,,,
1346,-97565705,35469020,0.00,,,,,
1347,-97538591,35470974,0.00,,,,,
1349,-97545397,35471224,0.00,,,,,
1350,-97545597,35471608,0.00,,,,,
1354,-97441280,35210420,0.00,,,,,
11353,-97438348,35207490,0.00,,,,,
1460,-97445300,35203920,0.00,,,,,
1355,-97441276,35212379,0.00,,,,,
1433,-97427920,35211110,0.00,,,,,
1356,-97441262,35214121,0.00,,,,,
1357,-97444696,35216284,0.00,,,,,
1414,-97445492,35217558,0.00,,,,,
1359,-97451720,35218380,0.00,,,,,
1437,-97425472,35225677,0.00,,,,,
1360,-97457530,35218470,0.00,,,,,
1415,-97458990,35224030,0.00,,,,,
1466,-97473860,35218530,0.00,,,,,
1361,-97459010,35228150,0.00,,,,,
1362,-97459010,35231880,0.00,,,,,
1363,-97466190,35233030,0.00,,,,,
1450,-97459000,35237720,0.00,,,,,
1463,-97479991,35236625,0.00,,,,,
1364,-97480490,35234700,0.00,,,,,
1365,-97489951,35231494,0.00,,,,,
1366,-97486081,35229708,0.00,,,,,
1367,-97485880,35225590,0.00,,,,,
1410,-97486300,35221420,0.00,,,,,
1368,-97480013,35236657,0.00,,,,,
1369,-97490980,35221420,0.00,,,,,
11368,-97490980,35221420,0.00,,,,,
1422,-97494380,35224780,0.00,,,,,
11369,-97492700,35218310,0.00,,,,,
1406,-97476610,35218350,0.00,,,,,
1370,-97489311,35216378,0.00,,,,,
1371,-97484080,35211229,0.00,,,,,
1372,-97482474,35206024,0.00,,,,,
1373,-97476650,35205660,0.00,,,,,
1374,-97476630,35211920,0.00,,,,,
1398,-97467790,35207500,0.00,,,,,
1459,-97474690,35207550,0.00,,,,,
1416,-97476590,35217350,0.00,,,,,
1376,-97467450,35218450,0.00,,,,,
1377,-97457060,35218380,0.00,,,,,
1378,-97449600,35218370,0.00,,,,,
1407,-97446465,35219089,0.00,,,,,
1380,-97444508,35215982,0.00,,,,,
1412,-97443239,35214232,0.00,,,,,
1381,-97427890,35207470,0.00,,,,,
1382,-97431520,35207460,0.00,,,,,
1383,-97425711,35203844,0.00,,,,,
1417,-97418257,35203844,0.00,,,,,
1384,-97415913,35202151,0.00,,,,,
1418,-97420036,35204799,0.00,,,,,
1385,-97419663,35206824,0.00,,,,,
1386,-97418385,35209357,0.00,,,,,
1387,-97415473,35208870,0.00,,,,,
1388,-97412825,35213852,0.00,,,,,
1390,-97412330,35218340,0.00,,,,,
1389,-97411718,35217318,0.00,,,,,
11390,-97412360,35218340,0.00,,,,,
1391,-97415270,35218350,0.00,,,,,
1392,-97416950,35218350,0.00,,,,,
1393,-97421690,35218360,0.00,,,,,
1394,-97423671,35217937,0.00,,,,,
1436,-97423550,35219260,0.00,,,,,
1395,-97423623,35213969,0.00,,,,,
1396,-97423630,35207840,0.00,,,,,
1397,-97471330,35207550,0.00,,,,,
11398,-97467930,35207550,0.00,,,,,
1399,-97467780,35204740,0.00,,,,,
1421,-97465920,35203920,0.00,,,,,
1400,-97471228,35203929,0.00,,,,,
11373,-97476650,35205590,0.00,,,,,
1401,-97462960,35203920,0.00,,,,,
1408,-97458733,35203915,0.00,,,,,
1402,-97451510,35203890,0.00,,,,,
1420,-97445540,35203850,0.00,,,,,
1403,-97453830,35203900,0.00,,,,,
1404,-97458440,35203920,0.00,,,,,
1405,-97463880,35203920,0.00,,,,,
11406,-97492700,35218310,0.00,,,,,
1413,-97489721,35215866,0.00,,,,,
1409,-97440511,35207488,0.00,,,,,
1411,-97441280,35209460,0.00,,,,,
41027,-97437620,35207140,0.00,,,,,
11409,-97440511,35207489,0.00,,,,,
1430,-97494365,35231702,0.00,,,,,
1423,-97494404,35235062,0.00,,,,,
1424,-97494285,35249712,0.00,,,,,
1425,-97494307,35255259,0.00,,,,,
1431,-97492362,35259205,0.00,,,,,
1426,-97490830,35260480,0.00,,,,,
1432,-97480750,35261990,0.00,,,,,
1427,-97482111,35237746,0.00,,,,,
1428,-97480222,35243537,0.00,,,,,
1429,-97476700,35261570,0.00,,,,,
11426,-97490848,35260473,0.00,,,,,
1434,-97423624,35213246,0.00,,,,,
1435,-97420396,35215182,0.00,,,,,
1438,-97428570,35225630,0.00,,,,,
1453,-97433808,35224964,0.00,,,,,
1439,-97436961,35224716,0.00,,,,,
1440,-97437500,35231090,0.00,,,,,
1441,-97439477,35232864,0.00,,,,,
1464,-97441120,35228444,0.00,,,,,
1442,-97466050,35240940,0.00,,,,,
1443,-97461193,35246933,0.00,,,,,
1457,-97458760,35247430,0.00,,,,,
1444,-97450020,35241480,0.00,,,,,
1456,-97449976,35235791,0.00,,,,,
1445,-97444434,35229787,0.00,,,,,
1446,-97444431,35226495,0.00,,,,,
1447,-97443168,35223545,0.00,,,,,
1448,-97441480,35220885,0.00,,,,,
1449,-97440373,35219119,0.00,,,,,
1458,-97441270,35214490,0.00,,,,,
1452,-97461950,35238200,0.00,,,,,
1451,-97461978,35240269,0.00,,,,,
11442,-97465968,35240941,0.00,,,,,
1454,-97452670,35247420,0.00,,,,,
1455,-97450060,35246480,0.00,,,,,
1462,-97448249,35225486,0.00,,,,,
1467,-97452790,35225590,0.00,,,,,
41028,-97543504,35413473,0.00,2,2,-97543504,35413473,"40109107217"
41029,-97527186,35459968,0.00,3,3,-97527186,35459968,"40109103602"
41030,-97499034,35370300,0.00,4,4,-97499034,35370300,"40027202002"
41031,-97414925,35453015,0.00,8,8,-97414925,35453015,"40109107704"
41032,-97415039,35459352,0.00,9,9,-97415039,35459352,"40109107705"
41033,-97592224,35478879,0.00,11,11,-97592224,35478879,"40109105907"
41034,-97538787,35496888,0.00,13,13,-97538787,35496888,"40109101000"
41035,-97525781,35427999,0.00,14,14,-97525781,35427999,"40109105000"
41036,-97627833,35496960,0.00,15,15,-97627833,35496960,"40109106902"
41037,-97574511,35482323,0.00,16,16,-97574511,35482323,"40109102200"
41038,-97525618,35370229,0.00,19,19,-97525618,35370229,"40027202006"
41039,-97450647,35235522,0.00,20,20,-97450647,35235522,"40027200300"
41040,-97481038,35514964,0.00,21,21,-97481038,35514964,"40109105202"
41041,-97419338,35193551,0.00,23,23,-97419338,35193551,"40027201301"
41042,-97485778,35356035,0.00,28,28,-97485778,35356035,"40027202004"
41043,-97534635,35413486,0.00,29,29,-97534635,35413486,"40109107219"
41044,-97539003,35395476,0.00,30,30,-97539003,35395476,"40109107221"
41045,-97361981,35471275,0.00,31,31,-97361981,35471275,"40109108009"
41046,-97576486,35601749,0.00,33,33,-97576486,35601749,"40109108520"
41047,-97501904,35428043,0.00,34,34,-97501904,35428043,"40109104800"
41048,-97415123,35471369,0.00,35,35,-97415123,35471369,"40109108006"
41049,-97539070,35424288,0.00,40,40,-97539070,35424288,"40109107218"
41050,-97379741,35493084,0.00,41,41,-97379741,35493084,"40109108011"
41051,-97414812,35211098,0.00,42,42,-97414812,35211098,"40027200601"
41052,-97583290,35423934,0.00,44,44,-97583290,35423934,"40109107001"
41053,-97500954,35473735,0.00,50,50,-97500954,35473735,"40109103000"
41054,-97544936,35602118,0.00,54,54,-97544936,35602118,"40109108314"
41055,-97556526,35529993,0.00,55,55,-97556526,35529993,"40109106501"
41056,-97574520,35516710,0.00,57,57,-97574520,35516710,"40109106601"
41057,-97432447,35425403,0.00,59,59,-97432447,35425403,"40109107807"
41058,-97543433,35469623,0.00,61,61,-97543433,35469623,"40109103400"
41059,-97592302,35516758,0.00,62,62,-97592302,35516758,"40109106602"
41060,-97574536,35527963,0.00,63,63,-97574536,35527963,"40109106604"
41061,-97645493,35482440,0.00,69,69,-97645493,35482440,"40109106909"
41062,-97435108,35225613,0.00,70,70,-97435108,35225613,"40027200200"
41063,-97610052,35515040,0.00,71,71,-97610052,35515040,"40109106804"
41064,-97514173,35471236,0.00,74,74,-97514173,35471236,"40109109100"
41065,-97525792,35439888,0.00,76,76,-97525792,35439888,"40109104600"
41066,-97572197,35542074,0.00,77,77,-97572197,35542074,"40109106609"
41067,-97432711,35211858,0.00,78,78,-97432711,35211858,"40027200602"
41068,-97654072,35471480,0.00,80,80,-97654072,35471480,"40109106912"
41069,-97568491,35414494,0.00,81,81,-97568491,35414494,"40109107103"
41070,-97552594,35386086,0.00,82,82,-97552594,35386086,"40109107211"
41071,-97522845,35487807,0.00,83,83,-97522845,35487807,"40109101700"
41072,-97519277,35452841,0.00,84,84,-97519277,35452841,"40109104000"
41073,-97538919,35370213,0.00,86,86,-97538919,35370213,"40027201902"
41074,-97568191,35495043,0.00,93,93,-97568191,35495043,"40109100900"
41075,-97489897,35514983,0.00,95,95,-97489897,35514983,"40109105201"
41076,-97622922,35471521,0.00,96,96,-97622922,35471521,"40109106913"
41077,-97522619,35558351,0.00,97,97,-97522619,35558351,"40109106301"
41078,-97472277,35211164,0.00,99,99,-97472277,35211164,"40027201000"
41079,-97516714,35496897,0.00,100,100,-97516714,35496897,"40109101200"
41080,-97539043,35402581,0.00,101,101,-97539043,35402581,"40109107220"
41081,-97605601,35500536,0.00,102,102,-97605601,35500536,"40109106906"
41082,-97539010,35462532,0.00,103,103,-97539010,35462532,"40109103500"
41083,-97592247,35489682,0.00,105,105,-97592247,35489682,"40109105906"
41084,-97516826,35384601,0.00,106,106,-97516826,35384601,"40109107207"
41085,-97572524,35531485,0.00,107,107,-97572524,35531485,"40109106610"
41086,-97639646,35558389,0.00,108,108,-97639646,35558389,"40109108521"
41087,-97464395,35262107,0.00,109,109,-97464395,35262107,"40027201509"
41088,-97587889,35529548,0.00,111,111,-97587889,35529548,"40109106606"
41089,-97406333,35493108,0.00,113,113,-97406333,35493108,"40109108003"
41090,-97432439,35413510,0.00,114,114,-97432439,35413510,"40109107404"
41091,-97507341,35478649,0.00,116,116,-97507341,35478649,"40109102600"
41092,-97452177,35225675,0.00,117,117,-97452177,35225675,"40027200400"
41093,-97501153,35462804,0.00,118,118,-97501153,35462804,"40109103800"
41094,-97513919,35485678,0.00,121,121,-97513919,35485678,"40109101600"
41095,-97448226,35211385,0.00,122,122,-97448226,35211385,"40027200500"
41096,-97535849,35575726,0.00,123,123,-97535849,35575726,"40109108309"
41097,-97458954,35196672,0.00,124,124,-97458954,35196672,"40027201102"
41098,-97443585,35220785,0.00,125,125,-97443585,35220785,"40027200100"
41099,-97432524,35442468,0.00,126,126,-97432524,35442468,"40109107804"
41100,-97487182,35565627,0.00,127,127,-97487182,35565627,"40109108301"
41101,-97556519,35471435,0.00,130,130,-97556519,35471435,"40109105800"
41102,-97472292,35225641,0.00,131,131,-97472292,35225641,"40027200900"
41103,-97393593,35442443,0.00,132,132,-97393593,35442443,"40109107605"
41104,-97662896,35486013,0.00,137,137,-97662896,35486013,"40109106911"
41105,-97400483,35442148,0.00,138,138,-97400483,35442148,"40109107604"
41106,-97474444,35480925,0.00,139,139,-97474444,35480925,"40109102800"
41107,-97539860,35543967,0.00,141,141,-97539860,35543967,"40109106401"
41108,-97496490,35479538,0.00,142,142,-97496490,35479538,"40109102700"
41109,-97498775,35240141,0.00,144,144,-97498775,35240141,"40027201505"
41110,-97556652,35489582,0.00,145,145,-97556652,35489582,"40109102000"
41111,-97561190,35413430,0.00,148,148,-97561190,35413430,"40109107215"
41112,-97490033,35488134,0.00,150,150,-97490033,35488134,"40109101400"
41113,-97556597,35370125,0.00,151,151,-97556597,35370125,"40027201904"
41114,-97414832,35442459,0.00,156,156,-97414832,35442459,"40109107601"
41115,-97525734,35398854,0.00,157,157,-97525734,35398854,"40109107222"
41116,-97534619,35451415,0.00,159,159,-97534619,35451415,"40109104100"
41117,-97433352,35201225,0.00,160,160,-97433352,35201225,"40027201201"
41118,-97552381,35413453,0.00,161,161,-97552381,35413453,"40109107216"
41119,-97556716,35379758,0.00,163,163,-97556716,35379758,"40109107210"
41120,-97525431,35504146,0.00,164,164,-97525431,35504146,"40109100700"
41121,-97556743,35424227,0.00,166,166,-97556743,35424227,"40109105500"
41122,-97549205,35616096,0.00,168,168,-97549205,35616096,"40109108315"
41123,-97574509,35502408,0.00,169,169,-97574509,35502408,"40109105904"
41124,-97475175,35522137,0.00,170,170,-97475175,35522137,"40109106100"
41125,-97554550,35398843,0.00,171,171,-97554550,35398843,"40109107214"
41126,-97500955,35399040,0.00,172,172,-97500955,35399040,"40109107302"
41127,-97538810,35489620,0.00,173,173,-97538810,35489620,"40109101900"
41128,-97379691,35471310,0.00,176,176,-97379691,35471310,"40109108008"
41129,-97498765,35225630,0.00,180,180,-97498765,35225630,"40027201507"
41130,-97423516,35232872,0.00,182,182,-97423516,35232872,"40027200800"
41131,-97450259,35428006,0.00,185,185,-97450259,35428006,"40109107801"
41132,-97534626,35435135,0.00,186,186,-97534626,35435135,"40109104500"
41133,-97523094,35473506,0.00,190,190,-97523094,35473506,"40109103200"
41134,-97538686,35482362,0.00,194,194,-97538686,35482362,"40109102400"
41135,-97504203,35500735,0.00,198,198,-97504203,35500735,"40109100500"
41136,-97485597,35500433,0.00,199,199,-97485597,35500433,"40109100400"
41137,-97592287,35505265,0.00,200,200,-97592287,35505265,"40109105903"
41138,-97472397,35489509,0.00,201,201,-97472397,35489509,"40109101300"
41139,-97552374,35504261,0.00,206,206,-97552374,35504261,"40109100200"
41140,-97525492,35489620,0.00,207,207,-97525492,35489620,"40109101800"
41141,-97628565,35544057,0.00,208,208,-97628565,35544057,"40109106707"
41142,-97525470,35496889,0.00,211,211,-97525470,35496889,"40109101100"
41143,-97476984,35413552,0.00,215,215,-97476984,35413552,"40109107306"
41144,-97565368,35386718,0.00,217,217,-97565368,35386718,"40109107212"
41145,-97595700,35531954,0.00,219,219,-97595700,35531954,"40109106607"
41146,-97610085,35529557,0.00,222,222,-97610085,35529557,"40109106706"
41147,-97538948,35474603,0.00,224,224,-97538948,35474603,"40109103300"
41148,-97520323,35468141,0.00,225,225,-97520323,35468141,"40109103601"
41149,-97397515,35471323,0.00,227,227,-97397515,35471323,"40109108007"
41150,-97525783,35413485,0.00,230,230,-97525783,35413485,"40109107223"
41151,-97482983,35391763,0.00,231,231,-97482983,35391763,"40109107303"
41152,-97489589,35442546,0.00,237,237,-97489589,35442546,"40109105300"
41153,-97628712,35558338,0.00,239,239,-97628712,35558338,"40109108514"
41154,-97370836,35456805,0.00,248,248,-97370836,35456805,"40109107703"
41155,-97540381,35587349,0.00,254,254,-97540381,35587349,"40109108310"
41156,-97512073,35522536,0.00,256,256,-97512073,35522536,"40109105100"
41157,-97627801,35486079,0.00,259,259,-97627801,35486079,"40109106914"
41158,-97544896,35435109,0.00,260,260,-97544896,35435109,"40109104400"
41159,-97515068,35441830,0.00,261,261,-97515068,35441830,"40109104700"
41160,-97645466,35489703,0.00,264,264,-97645466,35489703,"40109106910"
41161,-97556749,35453063,0.00,269,269,-97556749,35453063,"40109105700"
41162,-97512294,35356078,0.00,272,272,-97512294,35356078,"40027202005"
41163,-97503884,35445687,0.00,273,273,-97503884,35445687,"40109103900"
41164,-97574512,35489619,0.00,274,274,-97574512,35489619,"40109102100"
41165,-97556330,35482292,0.00,275,275,-97556330,35482292,"40109102300"
41166,-97527155,35515104,0.00,276,276,-97527155,35515104,"40109100300"
41167,-97583351,35456982,0.00,278,278,-97583351,35456982,"40109107002"
41168,-97540279,35561236,0.00,279,279,-97540279,35561236,"40109106303"
41169,-97556614,35543818,0.00,280,280,-97556614,35543818,"40109106402"
41170,-97531922,35523869,0.00,283,283,-97531922,35523869,"40109100100"
41171,-97397319,35454558,0.00,286,286,-97397319,35454558,"40109107707"
41172,-97514082,35406119,0.00,287,287,-97514082,35406119,"40109107209"
41173,-97538760,35504152,0.00,293,293,-97538760,35504152,"40109100800"
41174,-97362032,35493061,0.00,294,294,-97362032,35493061,"40109108010"
41175,-97511986,35536705,0.00,298,298,-97511986,35536705,"40109106200"
41176,-97523016,35479798,0.00,300,300,-97523016,35479798,"40109102500"
41177,-97558248,35587440,0.00,301,301,-97558248,35587440,"40109108307"
41178,-97556285,35518773,0.00,302,302,-97556285,35518773,"40109106502"
41179,-97583410,35541596,0.00,306,306,-97583410,35541596,"40109106608"
41180,-97573314,35413436,0.00,307,307,-97573314,35413436,"40109107104"
41181,-97427985,35225612,0.00,310,310,-97427985,35225612,"40027200700"
41182,-97592266,35497527,0.00,312,312,-97592266,35497527,"40109105905"
41183,-97538985,35384303,0.00,317,317,-97538985,35384303,"40109107206"
41184,-97565650,35436775,0.00,319,319,-97565650,35436775,"40109104200"
41185,-97614542,35500516,0.00,321,321,-97614542,35500516,"40109106907"
41186,-97538805,35356037,0.00,323,323,-97538805,35356037,"40027201802"
41187,-97397367,35458669,0.00,326,326,-97397367,35458669,"40109107706"
41188,-97522609,35580078,0.00,327,327,-97522609,35580078,"40109106302"
41189,-97478401,35470208,0.00,330,330,-97478401,35470208,"40109102900"
41190,-97610097,35543104,0.00,331,331,-97610097,35543104,"40109106705"
41191,-97439741,35478703,0.00,334,334,-97439741,35478703,"40109107806"
41192,-97501398,35413521,0.00,336,336,-97501398,35413521,"40109105400"
41193,-97519125,35460924,0.00,340,340,-97519125,35460924,"40109103700"
41194,-97574451,35446673,0.00,341,341,-97574451,35446673,"40109105600"
41195,-97627836,35529631,0.00,342,342,-97627836,35529631,"40109106702"
41196,-97549928,35572887,0.00,343,343,-97549928,35572887,"40109108404"
41197,-97610074,35486041,0.00,344,344,-97610074,35486041,"40109106915"
41198,-97514698,35427991,0.00,345,345,-97514698,35427991,"40109104900"
41199,-97569086,35400019,0.00,350,350,-97569086,35400019,"40109107213"
41200,-97560521,35601633,0.00,351,351,-97560521,35601633,"40109108313"
41201,-97445514,35203868,0.00,352,352,-97445514,35203868,"40027201202"
41202,-97503438,35487775,0.00,353,353,-97503438,35487775,"40109101500"
41203,-97552461,35438892,0.00,354,354,-97552461,35438892,"40109104300"
41204,-97538701,35524119,0.00,358,358,-97538701,35524119,"40109106503"
41205,-97450244,35399042,0.00,360,360,-97450244,35399042,"40109107401"
41206,-97443491,35482300,0.00,362,362,-97443491,35482300,"40109107900"
